"Category ID","Category","Group ID","Group","Subgroup ID","Subgroup","Occupation ID","Occupation","Year","Quarter ID","Quarter","Workforce","Monthly Wage","Monthly Wage Growth","Monthly Wage Growth Value","percentage","lastPeriod"
3,"Trabajadores Auxiliares en Actividades Administrativas",31,"Secretarias, Capturistas, Cajeros y Trabajadores de Control de Archivo y Transporte",311,"Secretarias, Taquígrafos, Mecanógrafos, Capturistas de Datos y Operadores de Máquinas de Oficina",3114,"Operadores de Máquinas de Oficina (Fotocopiadora, Etcétera)",2025,20251,"2025-Q1",125,9200,1,9200,0.00009076762543904301,0
3,"Trabajadores Auxiliares en Actividades Administrativas",31,"Secretarias, Capturistas, Cajeros y Trabajadores de Control de Archivo y Transporte",311,"Secretarias, Taquígrafos, Mecanógrafos, Capturistas de Datos y Operadores de Máquinas de Oficina",3115,"Trabajadores de Apoyo en Actividades Administrativas Diversas",2025,20251,"2025-Q1",24291,6988.982586143016,1,6988.982586143016,0.01763869111631835,0
3,"Trabajadores Auxiliares en Actividades Administrativas",31,"Secretarias, Capturistas, Cajeros y Trabajadores de Control de Archivo y Transporte",312,"Cajeros, Cobradores y Pagadores",3121,"Cajeros, Taquilleros y Receptores de Apuestas",2025,20251,"2025-Q1",36430,6135.539939610211,1,6135.539939610211,0.026453316757954693,0
3,"Trabajadores Auxiliares en Actividades Administrativas",31,"Secretarias, Capturistas, Cajeros y Trabajadores de Control de Archivo y Transporte",312,"Cajeros, Cobradores y Pagadores",3122,"Cobradores, Pagadores y Prestamistas",2025,20251,"2025-Q1",2705,9644.399260628466,1,9644.399260628466,0.0019642114145008906,0
3,"Trabajadores Auxiliares en Actividades Administrativas",31,"Secretarias, Capturistas, Cajeros y Trabajadores de Control de Archivo y Transporte",313,"Trabajadores en Archivo y Control de Almacén y Bodega",3131,"Trabajadores en Archivo y Correspondencia",2025,20251,"2025-Q1",2215,4904.740406320542,1,4904.740406320542,0.001608402322779842,0
3,"Trabajadores Auxiliares en Actividades Administrativas",31,"Secretarias, Capturistas, Cajeros y Trabajadores de Control de Archivo y Transporte",313,"Trabajadores en Archivo y Control de Almacén y Bodega",3132,"Encargados y Trabajadores en Control de Almacén y Bodega",2025,20251,"2025-Q1",14288,7251.303191489362,1,7251.303191489362,0.010375102658184372,0
3,"Trabajadores Auxiliares en Actividades Administrativas",31,"Secretarias, Capturistas, Cajeros y Trabajadores de Control de Archivo y Transporte",314,"Trabajadores en el Control de la Operación de Transporte",3142,"Checadores y Revisores de Transporte",2025,20251,"2025-Q1",693,5988.880230880231,1,5988.880230880231,0.0005032157154340544,0
3,"Trabajadores Auxiliares en Actividades Administrativas",32,"Trabajadores que Brindan y Manejan Información",320,"Supervisores de Trabajadores que Brindan y Manejan Información",3201,"Supervisores de Trabajadores que Brindan y Manejan Información",2025,20251,"2025-Q1",696,12246.408045977012,1,12246.408045977012,0.0005053941384445915,0
3,"Trabajadores Auxiliares en Actividades Administrativas",32,"Trabajadores que Brindan y Manejan Información",321,"Recepcionistas, Trabajadores que Brindan Información y Telefonistas",3211,"Recepcionistas y Trabajadores que Brindan Información (De Forma Personal)",2025,20251,"2025-Q1",11626,6602.995011181833,1,6602.995011181833,0.008442115306834511,0
3,"Trabajadores Auxiliares en Actividades Administrativas",32,"Trabajadores que Brindan y Manejan Información",321,"Recepcionistas, Trabajadores que Brindan Información y Telefonistas",3212,"Trabajadores que Brindan Información por Teléfono (Centro de Llamadas) y Anunciadores",2025,20251,"2025-Q1",3772,4251.1479321314955,1,4251.1479321314955,0.002739003865248562,0
3,"Trabajadores Auxiliares en Actividades Administrativas",32,"Trabajadores que Brindan y Manejan Información",321,"Recepcionistas, Trabajadores que Brindan Información y Telefonistas",3213,"Telefonistas y Telegrafistas",2025,20251,"2025-Q1",516,3003.4883720930234,1,3003.4883720930234,0.0003746887578123695,0
3,"Trabajadores Auxiliares en Actividades Administrativas",32,"Trabajadores que Brindan y Manejan Información",323,"Encuestadores y Codificadores",3232,"Codificadores de Información",2025,20251,"2025-Q1",127,48000,1,48000,0.00009221990744606769,0
4,"Comerciantes, Empleados en Ventas y Agentes de Ventas",41,"Comerciantes en Establecimientos",411,"Comerciantes en Establecimientos",4111,"Comerciantes en Establecimientos",2025,20251,"2025-Q1",43486,3742.604976314216,-0.1737671948110191,-787.1170981538694,0.03157696767873779,4529.722074468085
4,"Comerciantes, Empleados en Ventas y Agentes de Ventas",42,"Empleados de Ventas en Establecimientos",420,"Encargados y Supervisores de Ventas de Productos y de Servicios Financieros y de Alquiler",4201,"Encargados y Supervisores de Ventas de Productos y de Servicios Financieros y de Alquiler",2025,20251,"2025-Q1",14398,8224.870815391027,1,8224.870815391027,0.010454978168570729,0
4,"Comerciantes, Empleados en Ventas y Agentes de Ventas",42,"Empleados de Ventas en Establecimientos",421,"Empleados de Ventas y Vendedores por Teléfono",4211,"Empleados de Ventas, Despachadores y Dependientes en Comercios",2025,20251,"2025-Q1",71759,5455.750219484664,1,5455.750219484664,0.0521071522710423,0
4,"Comerciantes, Empleados en Ventas y Agentes de Ventas",42,"Empleados de Ventas en Establecimientos",421,"Empleados de Ventas y Vendedores por Teléfono",4212,"Anaqueleros, Acomodadores y Seleccionadores de Mercancías y Alimentadores de Máquinas Expendedoras",2025,20251,"2025-Q1",5790,4243.483592400691,1,4243.483592400691,0.004204356410336472,0
4,"Comerciantes, Empleados en Ventas y Agentes de Ventas",42,"Empleados de Ventas en Establecimientos",421,"Empleados de Ventas y Vendedores por Teléfono",4213,"Vendedores por Teléfono",2025,20251,"2025-Q1",1270,5594.251968503937,1,5594.251968503937,0.000922199074460677,0
4,"Comerciantes, Empleados en Ventas y Agentes de Ventas",42,"Empleados de Ventas en Establecimientos",421,"Empleados de Ventas y Vendedores por Teléfono",4214,"Choferes Vendedores",2025,20251,"2025-Q1",2800,4735.682142857143,1,4735.682142857143,0.0020331948098345634,0
4,"Comerciantes, Empleados en Ventas y Agentes de Ventas",42,"Empleados de Ventas en Establecimientos",422,"Agentes, Representantes de Ventas y Vendedores por Catálogo",4221,"Agentes y Representantes de Ventas y Consignatarios",2025,20251,"2025-Q1",7274,6711.783062963981,1,6711.783062963981,0.005281949659548791,0
4,"Comerciantes, Empleados en Ventas y Agentes de Ventas",42,"Empleados de Ventas en Establecimientos",422,"Agentes, Representantes de Ventas y Vendedores por Catálogo",4222,"Agentes de Seguros y Servicios Financieros (Ejecutivos de Cuenta)",2025,20251,"2025-Q1",5342,7087.529015350056,1,7087.529015350056,0.003879045240762942,0
4,"Comerciantes, Empleados en Ventas y Agentes de Ventas",42,"Empleados de Ventas en Establecimientos",422,"Agentes, Representantes de Ventas y Vendedores por Catálogo",4223,"Agentes de Bienes Raíces",2025,20251,"2025-Q1",6345,3595.744680851064,1,3595.744680851064,0.004607364667285823,0
4,"Comerciantes, Empleados en Ventas y Agentes de Ventas",42,"Empleados de Ventas en Establecimientos",422,"Agentes, Representantes de Ventas y Vendedores por Catálogo",4224,"Vendedores por Catálogo",2025,20251,"2025-Q1",6345,1191.0449172576832,1,1191.0449172576832,0.004607364667285823,0
4,"Comerciantes, Empleados en Ventas y Agentes de Ventas",42,"Empleados de Ventas en Establecimientos",423,"Trabajadores en la Promoción de Ventas y Modelos",4231,"Demostradores y Promotores",2025,20251,"2025-Q1",1316,3945.478723404255,1,3945.478723404255,0.0009556015606222447,0
4,"Comerciantes, Empleados en Ventas y Agentes de Ventas",43,"Trabajadores en el Alquiler",431,"Trabajadores en el Alquiler",4311,"Trabajadores en el Alquiler Inmobiliario (Casas, Terrenos, Etcétera)",2025,20251,"2025-Q1",1458,19221.19341563786,1,19221.19341563786,0.0010587135831209976,0
4,"Comerciantes, Empleados en Ventas y Agentes de Ventas",43,"Trabajadores en el Alquiler",431,"Trabajadores en el Alquiler",4312,"Trabajadores en el Alquiler de Bienes Muebles (Loza, Películas, Video Juegos, Etcétera)",2025,20251,"2025-Q1",1123,6144.523597506679,1,6144.523597506679,0.0008154563469443623,0
5,"Trabajadores en Servicios Personales y Vigilancia",51,"Trabajadores en la Preparación y Servicio de Alimentos y Bebidas en Establecimientos",510,"Supervisores en la Preparación y Servicio de Alimentos y Bebidas, Así como en Servicios de Esparcimiento y de Hotelería",5101,"Supervisores en la Preparación y Servicio de Alimentos y Bebidas, Así como en Servicios de Esparcimiento y de Hotelería",2025,20251,"2025-Q1",5049,7112.909487027134,-0.0862255181666236,-671.1878241124305,0.003666285926733825,7784.097311139564
5,"Trabajadores en Servicios Personales y Vigilancia",51,"Trabajadores en la Preparación y Servicio de Alimentos y Bebidas en Establecimientos",511,"Trabajadores en la Preparación y Servicio de Alimentos y Bebidas en Establecimientos",5111,"Cocineros",2025,20251,"2025-Q1",13289,6524.630671984348,0.2397632509985886,1261.8269336665908,0.00964968779567554,5262.803738317757
5,"Trabajadores en Servicios Personales y Vigilancia",51,"Trabajadores en la Preparación y Servicio de Alimentos y Bebidas en Establecimientos",511,"Trabajadores en la Preparación y Servicio de Alimentos y Bebidas en Establecimientos",5112,"Fonderos, Vendedores y Comerciantes de Comida",2025,20251,"2025-Q1",10771,7445.66892581933,1,7445.66892581933,0.007821264748831458,0
5,"Trabajadores en Servicios Personales y Vigilancia",51,"Trabajadores en la Preparación y Servicio de Alimentos y Bebidas en Establecimientos",511,"Trabajadores en la Preparación y Servicio de Alimentos y Bebidas en Establecimientos",5113,"Cocineros Domésticos",2025,20251,"2025-Q1",1435,6411.644599303136,1,6411.644599303136,0.0010420123400402136,0
5,"Trabajadores en Servicios Personales y Vigilancia",51,"Trabajadores en la Preparación y Servicio de Alimentos y Bebidas en Establecimientos",511,"Trabajadores en la Preparación y Servicio de Alimentos y Bebidas en Establecimientos",5114,"Taqueros y Preparadores de Comida Rápida, Antojitos, Pizzas, Hot Dogs, Jugos, Café, Etcétera",2025,20251,"2025-Q1",15769,5512.620965184857,1,5512.620965184857,0.011450517484386153,0
5,"Trabajadores en Servicios Personales y Vigilancia",51,"Trabajadores en la Preparación y Servicio de Alimentos y Bebidas en Establecimientos",511,"Trabajadores en la Preparación y Servicio de Alimentos y Bebidas en Establecimientos",5115,"Cantineros",2025,20251,"2025-Q1",711,0,1,0,0.0005162862534972766,0
5,"Trabajadores en Servicios Personales y Vigilancia",51,"Trabajadores en la Preparación y Servicio de Alimentos y Bebidas en Establecimientos",511,"Trabajadores en la Preparación y Servicio de Alimentos y Bebidas en Establecimientos",5116,"Meseros",2025,20251,"2025-Q1",13995,4279.579992854591,1,4279.579992854591,0.010162343344155255,0
5,"Trabajadores en Servicios Personales y Vigilancia",52,"Trabajadores en Cuidados Personales y del Hogar",520,"Supervisores y Encargados de Trabajadores en Cuidados Personales y del Hogar",5201,"Supervisores y Encargados de Trabajadores en Cuidados Personales y del Hogar",2025,20251,"2025-Q1",966,8987.267080745341,0.5620486899112853,3233.7543133195304,0.0007014522093929243,5753.512767425811
5,"Trabajadores en Servicios Personales y Vigilancia",52,"Trabajadores en Cuidados Personales y del Hogar",521,"Peluqueros, Embellecedores y Similares",5211,"Peluqueros, Barberos, Estilistas y Peinadores",2025,20251,"2025-Q1",13168,4529.176032806804,0.5047096454507655,1519.176032806804,0.009561824734250546,3010
5,"Trabajadores en Servicios Personales y Vigilancia",52,"Trabajadores en Cuidados Personales y del Hogar",521,"Peluqueros, Embellecedores y Similares",5212,"Maquillistas, Manicuristas, Pedicuristas y Tatuadores",2025,20251,"2025-Q1",12560,3583.8877388535034,1,3583.8877388535034,0.00912033100411504,0
5,"Trabajadores en Servicios Personales y Vigilancia",52,"Trabajadores en Cuidados Personales y del Hogar",521,"Peluqueros, Embellecedores y Similares",5213,"Bañeros y Masajistas",2025,20251,"2025-Q1",883,3333.8391845979613,1,3333.8391845979613,0.0006411825061013997,0
5,"Trabajadores en Servicios Personales y Vigilancia",52,"Trabajadores en Cuidados Personales y del Hogar",522,"Trabajadores en el Cuidado de Personas",5221,"Cuidadores de Niños, Personas con Discapacidad y Ancianos en Establecimientos",2025,20251,"2025-Q1",5853,3438.5101657269774,1,3438.5101657269774,0.00425010329355775,0
5,"Trabajadores en Servicios Personales y Vigilancia",52,"Trabajadores en Cuidados Personales y del Hogar",522,"Trabajadores en el Cuidado de Personas",5222,"Cuidadores de Niños, Personas con Discapacidad y Ancianos en Casas Particulares",2025,20251,"2025-Q1",7617,5252.156360771957,1.625557295676278,3251.759580468927,0.005531016023753525,2000.39678030303
5,"Trabajadores en Servicios Personales y Vigilancia",52,"Trabajadores en Cuidados Personales y del Hogar",524,"Jardineros",5241,"Jardineros en Establecimientos",2025,20251,"2025-Q1",456,2014.2105263157894,-0.5808817854626352,-2791.6186084049123,0.0003311202976016289,4805.829134720701
5,"Trabajadores en Servicios Personales y Vigilancia",52,"Trabajadores en Cuidados Personales y del Hogar",524,"Jardineros",5242,"Jardineros en Casas Particulares",2025,20251,"2025-Q1",1909,1707.386066003143,-0.41990094899525143,-1235.8803693511302,0.0013862031757050648,2943.266435354273
5,"Trabajadores en Servicios Personales y Vigilancia",52,"Trabajadores en Cuidados Personales y del Hogar",525,"Trabajadores en otros Servicios Personales",5253,"Trabajadores en Servicios Funerarios",2025,20251,"2025-Q1",134,8600,1,8600,0.0000973028944706541,0
5,"Trabajadores en Servicios Personales y Vigilancia",52,"Trabajadores en Cuidados Personales y del Hogar",525,"Trabajadores en otros Servicios Personales",5254,"Entrenadores de Animales y Ocupaciones Relacionadas con el Cuidado de Mascotas",2025,20251,"2025-Q1",382,0,1,0,0.00027738586334171545,0
5,"Trabajadores en Servicios Personales y Vigilancia",53,"Trabajadores en Servicios de Protección y Vigilancia",530,"Supervisores en Servicios de Protección y Vigilancia",5301,"Supervisores en Servicios de Protección y Vigilancia",2025,20251,"2025-Q1",266,1255.639097744361,-0.7345371886375559,-3474.3609022556393,0.0001931535069342835,4730
5,"Trabajadores en Servicios Personales y Vigilancia",53,"Trabajadores en Servicios de Protección y Vigilancia",531,"Trabajadores en Servicios de Protección y Vigilancia",5311,"Bomberos",2025,20251,"2025-Q1",169,32000,1,32000,0.00012271782959358615,0
5,"Trabajadores en Servicios Personales y Vigilancia",53,"Trabajadores en Servicios de Protección y Vigilancia",531,"Trabajadores en Servicios de Protección y Vigilancia",5312,"Policías y Agentes de Tránsito",2025,20251,"2025-Q1",5217,7054.077822503355,1,7054.077822503355,0.0037882776153238987,0
5,"Trabajadores en Servicios Personales y Vigilancia",53,"Trabajadores en Servicios de Protección y Vigilancia",531,"Trabajadores en Servicios de Protección y Vigilancia",5313,"Vigilantes y Guardias en Establecimientos",2025,20251,"2025-Q1",31771,8330.192817349154,1,8330.192817349154,0.023070225822590683,0
5,"Trabajadores en Servicios Personales y Vigilancia",53,"Trabajadores en Servicios de Protección y Vigilancia",531,"Trabajadores en Servicios de Protección y Vigilancia",5314,"Vigilantes y Porteros en Casas Particulares",2025,20251,"2025-Q1",575,6113.304347826087,1,6113.304347826087,0.0004175310770195978,0
5,"Trabajadores en Servicios Personales y Vigilancia",54,"Trabajadores de las Fuerzas Armadas",541,"Trabajadores de las Fuerzas Armadas",5413,"Trabajadores de la Fuerza Armada Terrestre",2025,20251,"2025-Q1",877,9612.314709236032,1,9612.314709236032,0.0006368256600803257,0
6,"Trabajadores en Actividades Agrícolas, Ganaderas, Forestales, Caza y Pesca",61,"Trabajadores en Actividades Agrícolas y Ganaderas",610,"Supervisores, Encargados y Capataces Agropecuarios",6101,"Supervisores, Encargados y Capataces Agropecuarios",2025,20251,"2025-Q1",2255,8112.908203991131,-0.22185116044303468,-2312.9997863236395,0.0016374479629203357,10425.90799031477
6,"Trabajadores en Actividades Agrícolas, Ganaderas, Forestales, Caza y Pesca",61,"Trabajadores en Actividades Agrícolas y Ganaderas",611,"Trabajadores en Actividades Agrícolas",6112,"Trabajadores en el Cultivo de Hortalizas y Verduras",2025,20251,"2025-Q1",15292,7568.672312320167,1,7568.672312320167,0.011104148225710765,0
6,"Trabajadores en Actividades Agrícolas, Ganaderas, Forestales, Caza y Pesca",61,"Trabajadores en Actividades Agrícolas y Ganaderas",611,"Trabajadores en Actividades Agrícolas",6114,"Trabajadores en el Cultivo de Frutales",2025,20251,"2025-Q1",3178,9810.386406544996,1,9810.386406544996,0.0023076761091622294,0
6,"Trabajadores en Actividades Agrícolas, Ganaderas, Forestales, Caza y Pesca",61,"Trabajadores en Actividades Agrícolas y Ganaderas",611,"Trabajadores en Actividades Agrícolas",6116,"Trabajadores en otros Cultivos Agrícolas",2025,20251,"2025-Q1",2290,9281.528384279476,1,9281.528384279476,0.0016628628980432678,0
6,"Trabajadores en Actividades Agrícolas, Ganaderas, Forestales, Caza y Pesca",61,"Trabajadores en Actividades Agrícolas y Ganaderas",611,"Trabajadores en Actividades Agrícolas",6117,"Trabajadores en Actividades de Beneficio de Productos Agrícolas",2025,20251,"2025-Q1",6839,8231.051323292879,1,8231.051323292879,0.004966078323020921,0
6,"Trabajadores en Actividades Agrícolas, Ganaderas, Forestales, Caza y Pesca",61,"Trabajadores en Actividades Agrícolas y Ganaderas",612,"Trabajadores en Actividades Ganaderas y en la Cría de Animales",6121,"Trabajadores en la Cría de Ganado Bovino",2025,20251,"2025-Q1",15440,6061.525388601036,-0.09442747939542553,-632.0582291464043,0.011211617094230592,6693.58361774744
6,"Trabajadores en Actividades Agrícolas, Ganaderas, Forestales, Caza y Pesca",61,"Trabajadores en Actividades Agrícolas y Ganaderas",612,"Trabajadores en Actividades Ganaderas y en la Cría de Animales",6122,"Trabajadores en la Cría de Porcinos",2025,20251,"2025-Q1",1612,19987.531017369725,1,19987.531017369725,0.0011705392976618986,0
6,"Trabajadores en Actividades Agrícolas, Ganaderas, Forestales, Caza y Pesca",61,"Trabajadores en Actividades Agrícolas y Ganaderas",612,"Trabajadores en Actividades Ganaderas y en la Cría de Animales",6123,"Trabajadores en la Cría Avícola",2025,20251,"2025-Q1",3294,8699.993928354585,1,8699.993928354585,0.0023919084655696613,0
6,"Trabajadores en Actividades Agrícolas, Ganaderas, Forestales, Caza y Pesca",61,"Trabajadores en Actividades Agrícolas y Ganaderas",612,"Trabajadores en Actividades Ganaderas y en la Cría de Animales",6124,"Trabajadores en la Cría de Caprinos y Ovinos",2025,20251,"2025-Q1",237,0,1,0,0.00017209541783242554,0
6,"Trabajadores en Actividades Agrícolas, Ganaderas, Forestales, Caza y Pesca",61,"Trabajadores en Actividades Agrícolas y Ganaderas",612,"Trabajadores en Actividades Ganaderas y en la Cría de Animales",6125,"Trabajadores en la Cría de Equinos",2025,20251,"2025-Q1",890,2628.3146067415732,1,2628.3146067415732,0.0006462654931259862,0
6,"Trabajadores en Actividades Agrícolas, Ganaderas, Forestales, Caza y Pesca",61,"Trabajadores en Actividades Agrícolas y Ganaderas",612,"Trabajadores en Actividades Ganaderas y en la Cría de Animales",6128,"Trabajadores en Actividades de Beneficio de Productos Pecuarios",2025,20251,"2025-Q1",1361,10975.268185157973,1,10975.268185157973,0.0009882779057803002,0
6,"Trabajadores en Actividades Agrícolas, Ganaderas, Forestales, Caza y Pesca",62,"Trabajadores en Actividades Pesqueras, Forestales, Caza y Similares",621,"Trabajadores en Actividades Pesqueras y de Acuacultura",6211,"Trabajadores en Actividades Pesqueras",2025,20251,"2025-Q1",5672,8573.8452045134,1,8573.8452045134,0.004118671771922015,0
6,"Trabajadores en Actividades Agrícolas, Ganaderas, Forestales, Caza y Pesca",62,"Trabajadores en Actividades Pesqueras, Forestales, Caza y Similares",621,"Trabajadores en Actividades Pesqueras y de Acuacultura",6212,"Trabajadores en Actividades de Acuacultura",2025,20251,"2025-Q1",2158,4183.234476367006,1,4183.234476367006,0.0015670122855796385,0
6,"Trabajadores en Actividades Agrícolas, Ganaderas, Forestales, Caza y Pesca",62,"Trabajadores en Actividades Pesqueras, Forestales, Caza y Similares",621,"Trabajadores en Actividades Pesqueras y de Acuacultura",6213,"Trabajadores en Actividades de Beneficio de Productos Pesqueros o Acuícolas",2025,20251,"2025-Q1",480,6020,1,6020,0.00034854768168592515,0
6,"Trabajadores en Actividades Agrícolas, Ganaderas, Forestales, Caza y Pesca",62,"Trabajadores en Actividades Pesqueras, Forestales, Caza y Similares",622,"Trabajadores en Actividades Silvícolas y Forestales",6223,"Trabajadores en Viveros e Invernaderos",2025,20251,"2025-Q1",110,0,1,0,0.00007987551038635784,0
6,"Trabajadores en Actividades Agrícolas, Ganaderas, Forestales, Caza y Pesca",62,"Trabajadores en Actividades Pesqueras, Forestales, Caza y Similares",622,"Trabajadores en Actividades Silvícolas y Forestales",6224,"Trabajadores en Actividades de Plantación, Reforestación y Conservación de Bosques",2025,20251,"2025-Q1",724,12450,1,12450,0.0005257260865429371,0
6,"Trabajadores en Actividades Agrícolas, Ganaderas, Forestales, Caza y Pesca",62,"Trabajadores en Actividades Pesqueras, Forestales, Caza y Similares",622,"Trabajadores en Actividades Silvícolas y Forestales",6225,"Cortadores de Leña",2025,20251,"2025-Q1",640,12900,1,12900,0.0004647302422479002,0
6,"Trabajadores en Actividades Agrícolas, Ganaderas, Forestales, Caza y Pesca",62,"Trabajadores en Actividades Pesqueras, Forestales, Caza y Similares",622,"Trabajadores en Actividades Silvícolas y Forestales",6227,"Productores de Carbón Vegetal",2025,20251,"2025-Q1",1284,5050,1,5050,0.0009323650485098498,0
6,"Trabajadores en Actividades Agrícolas, Ganaderas, Forestales, Caza y Pesca",62,"Trabajadores en Actividades Pesqueras, Forestales, Caza y Similares",623,"Trabajadores en Actividades de Caza, Trampería y Similares",6231,"Trabajadores en Actividades de Caza, Trampería y Similares",2025,20251,"2025-Q1",362,12000,1.1466905187835421,6410,0.00026286304327146856,5590
6,"Trabajadores en Actividades Agrícolas, Ganaderas, Forestales, Caza y Pesca",63,"Operadores de Maquinaria Agropecuaria y Forestal",631,"Operadores de Maquinaria Agropecuaria y Forestal",6311,"Operadores de Maquinaria Agropecuaria y Forestal",2025,20251,"2025-Q1",2000,10569.5,1,10569.5,0.0014522820070246882,0
7,"Trabajadores Artesanales",71,"Trabajadores en la Extracción y la Edificación de Construcciones",710,"Supervisores de Trabajadores en la Extracción, Albañiles y en Acabados de la Construcción",7101,"Supervisores de Trabajadores en la Extracción, Albañiles y en Acabados de la Construcción",2025,20251,"2025-Q1",4194,7476.299475441107,1,7476.299475441107,0.0030454353687307707,0
7,"Trabajadores Artesanales",71,"Trabajadores en la Extracción y la Edificación de Construcciones",711,"Trabajadores en la Extracción",7111,"Mineros y Trabajadores en la Extracción en Minas de Minerales Metálicos",2025,20251,"2025-Q1",1852,6975.701943844492,1.1374724860929495,3712.173646179589,0.001344813138504861,3263.528297664903
7,"Trabajadores Artesanales",71,"Trabajadores en la Extracción y la Edificación de Construcciones",711,"Trabajadores en la Extracción",7112,"Trabajadores en la Extracción de Cantera, Arcilla, Arena, Piedra y Grava",2025,20251,"2025-Q1",1738,8535.673187571922,1,8535.673187571922,0.001262033064104454,0
7,"Trabajadores Artesanales",71,"Trabajadores en la Extracción y la Edificación de Construcciones",711,"Trabajadores en la Extracción",7113,"Dinamiteros y Buzos en Perforación de Pozos y en la Construcción",2025,20251,"2025-Q1",978,16125,1,16125,0.0007101659014350724,0
7,"Trabajadores Artesanales",71,"Trabajadores en la Extracción y la Edificación de Construcciones",712,"Albañiles y otros Trabajadores en la Edificación de Construcciones",7121,"Albañiles, Mamposteros y Afines",2025,20251,"2025-Q1",43847,9455.049604305881,1.5170242101729565,5698.609929990559,0.03183910458100575,3756.439674315322
7,"Trabajadores Artesanales",71,"Trabajadores en la Extracción y la Edificación de Construcciones",713,"Yeseros, Instaladores de Pisos, Climas, Impermeabilizante, Vidrio, Etc., Plomeros y Pintores",7131,"Yeseros, Escayolistas y otros Recubridores de Techos y Paredes",2025,20251,"2025-Q1",1304,6093.865030674847,-0.16281420820598652,-1185.122609113264,0.0009468878685800966,7278.987639788111
7,"Trabajadores Artesanales",71,"Trabajadores en la Extracción y la Edificación de Construcciones",713,"Yeseros, Instaladores de Pisos, Climas, Impermeabilizante, Vidrio, Etc., Plomeros y Pintores",7132,"Instaladores de Pisos, Azulejos, Mosaicos y Baldosas",2025,20251,"2025-Q1",2090,11300.35885167464,3.7084828548644335,8900.35885167464,0.001517634697340799,2400
7,"Trabajadores Artesanales",71,"Trabajadores en la Extracción y la Edificación de Construcciones",713,"Yeseros, Instaladores de Pisos, Climas, Impermeabilizante, Vidrio, Etc., Plomeros y Pintores",7133,"Instaladores de Material Aislante, de Impermeabilización, Vidrio y otros Materiales",2025,20251,"2025-Q1",2436,8019.605911330049,-0.30836265714087013,-3575.4966292270365,0.00176887948455607,11595.102540557085
7,"Trabajadores Artesanales",71,"Trabajadores en la Extracción y la Edificación de Construcciones",713,"Yeseros, Instaladores de Pisos, Climas, Impermeabilizante, Vidrio, Etc., Plomeros y Pintores",7134,"Plomeros, Fontaneros e Instaladores de Tubería",2025,20251,"2025-Q1",6006,5450,1,5450,0.0043612028670951385,0
7,"Trabajadores Artesanales",71,"Trabajadores en la Extracción y la Edificación de Construcciones",713,"Yeseros, Instaladores de Pisos, Climas, Impermeabilizante, Vidrio, Etc., Plomeros y Pintores",7135,"Pintores de Brocha Gorda",2025,20251,"2025-Q1",6925,5539.083032490975,1,5539.083032490975,0.005028526449322983,0
7,"Trabajadores Artesanales",72,"Artesanos y Trabajadores en el Tratamiento y Elaboración de Productos de Metal",720,"Supervisores de Artesanos y Trabajadores en el Tratamiento y Elaboración de Productos de Metal",7201,"Supervisores de Artesanos y Trabajadores en el Tratamiento y Elaboración de Productos de Metal",2025,20251,"2025-Q1",1300,10561.846153846154,4.940983389256015,8784.051896257966,0.0009439833045660472,1777.794257588188
7,"Trabajadores Artesanales",72,"Artesanos y Trabajadores en el Tratamiento y Elaboración de Productos de Metal",721,"Moldeadores, Soldadores, Hojalateros y Pintores de Metales",7211,"Moldeadores, Torneros y Troqueladores",2025,20251,"2025-Q1",2129,7112.470643494598,1,7112.470643494598,0.0015459541964777804,0
7,"Trabajadores Artesanales",72,"Artesanos y Trabajadores en el Tratamiento y Elaboración de Productos de Metal",721,"Moldeadores, Soldadores, Hojalateros y Pintores de Metales",7212,"Soldadores y Oxicortadores",2025,20251,"2025-Q1",4211,14734.40512942294,3.2110090342788604,11235.385058584687,0.0030577797657904806,3499.0200708382526
7,"Trabajadores Artesanales",72,"Artesanos y Trabajadores en el Tratamiento y Elaboración de Productos de Metal",721,"Moldeadores, Soldadores, Hojalateros y Pintores de Metales",7213,"Hojalateros, Chaperos, Latoneros, Cobreros y Pintores de Metales",2025,20251,"2025-Q1",3593,4948.920122460339,1,4948.920122460339,0.002609024625619852,0
7,"Trabajadores Artesanales",72,"Artesanos y Trabajadores en el Tratamiento y Elaboración de Productos de Metal",722,"Herreros, Cerrajeros, Joyeros y Artesanos en la Elaboración de Productos de Metal",7221,"Herreros, Balconeros, Aluminadores y Forjadores",2025,20251,"2025-Q1",4714,2752.2189223589307,1,2752.2189223589307,0.00342302869055719,0
7,"Trabajadores Artesanales",72,"Artesanos y Trabajadores en el Tratamiento y Elaboración de Productos de Metal",722,"Herreros, Cerrajeros, Joyeros y Artesanos en la Elaboración de Productos de Metal",7222,"Cerrajeros, Afiladores y Pulidores de Herramientas",2025,20251,"2025-Q1",1910,0,1,0,0.0013869293167085772,0
7,"Trabajadores Artesanales",73,"Artesanos y Trabajadores en la Elaboración de Productos de Madera, Papel, Textiles y de Cuero y Piel",730,"Supervisores de Artesanos y Trabajadores en la Elaboración de Productos de Madera, Papel, Textiles y de Cuero y Piel",7301,"Supervisores de Artesanos y Trabajadores en la Elaboración de Productos de Madera, Papel, Textiles y de Cuero y Piel",2025,20251,"2025-Q1",77,0,1,0,0.00005591285727045049,0
