id,indicador,descripcion
6200032086,Población ocupada con ingresos de más de 2 hasta 3 salarios mínimos - 15 años y más,"La información a partir del primer trimestre de 2023 y del primer trimestre de 2005 hasta el primer trimestre de 2020 proviene de la Encuesta Nacional de Ocupación y Empleo (ENOE); para el segundo trimestre corresponde a la Encuesta Telefónica de Ocupación y Empleo (ETOE); y del tercer trimestre de 2020 al cuarto trimestre de 2022 corresponde a la Encuesta Nacional de Ocupación y Empleo, Nueva Edición (ENOEN). La información presentada para el segundo trimestre de 2020 se construyó a partir del promedio de cada uno de los indicadores mensuales (absolutos y relativos) provenientes de la ETOE que ofrece información para los meses de abril, mayo y junio de 2020.<br><br>La información desde 2005 hasta la fecha considera las estimaciones poblacionales trimestrales generadas por el Marco Muestreo del INEGI.<br><br>Derivado del desastre natural ocasionado por el huracán Otis en el estado de Guerrero, a partir del 25 de octubre de 2023 se postergó la captación de información en esta entidad a través de encuestas en hogares, como es el caso de la ENOE. La información de ocupación y empleo de la entidad de Guerrero correspondientes al cuarto trimestre de 2023, se construyen principalmente, a partir de la entrevista completa del mes de octubre, por lo que los resultados no reflejan el impacto del huracán en el mercado laboral de dicha entidad federativa. Se anuncia que los trabajos de recolección de información para la entidad de Guerrero se han retomado en su totalidad a partir de enero de 2024.<br><br>La información corresponde a la población de 15 años y más de edad, debido a la modificación que se realizó en 2014 a la Constitución Política de los Estados Unidos Mexicanos, que elevó la edad legal mínima para trabajar de los 14 a los 15 años."
6200032087,"Población ocupada con ingresos de más de 2 hasta 3 salarios mínimos - 15 años y más, hombres","La información a partir del primer trimestre de 2023 y del primer trimestre de 2005 hasta el primer trimestre de 2020 proviene de la Encuesta Nacional de Ocupación y Empleo (ENOE); para el segundo trimestre corresponde a la Encuesta Telefónica de Ocupación y Empleo (ETOE); y del tercer trimestre de 2020 al cuarto trimestre de 2022 corresponde a la Encuesta Nacional de Ocupación y Empleo, Nueva Edición (ENOEN). La información presentada para el segundo trimestre de 2020 se construyó a partir del promedio de cada uno de los indicadores mensuales (absolutos y relativos) provenientes de la ETOE que ofrece información para los meses de abril, mayo y junio de 2020.<br><br>La información desde 2005 hasta la fecha considera las estimaciones poblacionales trimestrales generadas por el Marco Muestreo del INEGI.<br><br>Derivado del desastre natural ocasionado por el huracán Otis en el estado de Guerrero, a partir del 25 de octubre de 2023 se postergó la captación de información en esta entidad a través de encuestas en hogares, como es el caso de la ENOE. La información de ocupación y empleo de la entidad de Guerrero correspondientes al cuarto trimestre de 2023, se construyen principalmente, a partir de la entrevista completa del mes de octubre, por lo que los resultados no reflejan el impacto del huracán en el mercado laboral de dicha entidad federativa. Se anuncia que los trabajos de recolección de información para la entidad de Guerrero se han retomado en su totalidad a partir de enero de 2024.<br><br>La información corresponde a la población de 15 años y más de edad, debido a la modificación que se realizó en 2014 a la Constitución Política de los Estados Unidos Mexicanos, que elevó la edad legal mínima para trabajar de los 14 a los 15 años."
6200032088,"Población ocupada con ingresos de más de 2 hasta 3 salarios mínimos - 15 años y más, mujeres","La información a partir del primer trimestre de 2023 y del primer trimestre de 2005 hasta el primer trimestre de 2020 proviene de la Encuesta Nacional de Ocupación y Empleo (ENOE); para el segundo trimestre corresponde a la Encuesta Telefónica de Ocupación y Empleo (ETOE); y del tercer trimestre de 2020 al cuarto trimestre de 2022 corresponde a la Encuesta Nacional de Ocupación y Empleo, Nueva Edición (ENOEN). La información presentada para el segundo trimestre de 2020 se construyó a partir del promedio de cada uno de los indicadores mensuales (absolutos y relativos) provenientes de la ETOE que ofrece información para los meses de abril, mayo y junio de 2020.<br><br>La información desde 2005 hasta la fecha considera las estimaciones poblacionales trimestrales generadas por el Marco Muestreo del INEGI.<br><br>Derivado del desastre natural ocasionado por el huracán Otis en el estado de Guerrero, a partir del 25 de octubre de 2023 se postergó la captación de información en esta entidad a través de encuestas en hogares, como es el caso de la ENOE. La información de ocupación y empleo de la entidad de Guerrero correspondientes al cuarto trimestre de 2023, se construyen principalmente, a partir de la entrevista completa del mes de octubre, por lo que los resultados no reflejan el impacto del huracán en el mercado laboral de dicha entidad federativa. Se anuncia que los trabajos de recolección de información para la entidad de Guerrero se han retomado en su totalidad a partir de enero de 2024.<br><br>La información corresponde a la población de 15 años y más de edad, debido a la modificación que se realizó en 2014 a la Constitución Política de los Estados Unidos Mexicanos, que elevó la edad legal mínima para trabajar de los 14 a los 15 años."
6200032089,Población ocupada con ingresos de más de 3 hasta 5 salarios mínimos - 15 años y más,"La información a partir del primer trimestre de 2023 y del primer trimestre de 2005 hasta el primer trimestre de 2020 proviene de la Encuesta Nacional de Ocupación y Empleo (ENOE); para el segundo trimestre corresponde a la Encuesta Telefónica de Ocupación y Empleo (ETOE); y del tercer trimestre de 2020 al cuarto trimestre de 2022 corresponde a la Encuesta Nacional de Ocupación y Empleo, Nueva Edición (ENOEN). La información presentada para el segundo trimestre de 2020 se construyó a partir del promedio de cada uno de los indicadores mensuales (absolutos y relativos) provenientes de la ETOE que ofrece información para los meses de abril, mayo y junio de 2020.<br><br>La información desde 2005 hasta la fecha considera las estimaciones poblacionales trimestrales generadas por el Marco Muestreo del INEGI.<br><br>Derivado del desastre natural ocasionado por el huracán Otis en el estado de Guerrero, a partir del 25 de octubre de 2023 se postergó la captación de información en esta entidad a través de encuestas en hogares, como es el caso de la ENOE. La información de ocupación y empleo de la entidad de Guerrero correspondientes al cuarto trimestre de 2023, se construyen principalmente, a partir de la entrevista completa del mes de octubre, por lo que los resultados no reflejan el impacto del huracán en el mercado laboral de dicha entidad federativa. Se anuncia que los trabajos de recolección de información para la entidad de Guerrero se han retomado en su totalidad a partir de enero de 2024.<br><br>La información corresponde a la población de 15 años y más de edad, debido a la modificación que se realizó en 2014 a la Constitución Política de los Estados Unidos Mexicanos, que elevó la edad legal mínima para trabajar de los 14 a los 15 años."
6200032090,"Población ocupada con ingresos de más de 3 hasta 5 salarios mínimos - 15 años y más, hombres","La información a partir del primer trimestre de 2023 y del primer trimestre de 2005 hasta el primer trimestre de 2020 proviene de la Encuesta Nacional de Ocupación y Empleo (ENOE); para el segundo trimestre corresponde a la Encuesta Telefónica de Ocupación y Empleo (ETOE); y del tercer trimestre de 2020 al cuarto trimestre de 2022 corresponde a la Encuesta Nacional de Ocupación y Empleo, Nueva Edición (ENOEN). La información presentada para el segundo trimestre de 2020 se construyó a partir del promedio de cada uno de los indicadores mensuales (absolutos y relativos) provenientes de la ETOE que ofrece información para los meses de abril, mayo y junio de 2020.<br><br>La información desde 2005 hasta la fecha considera las estimaciones poblacionales trimestrales generadas por el Marco Muestreo del INEGI.<br><br>Derivado del desastre natural ocasionado por el huracán Otis en el estado de Guerrero, a partir del 25 de octubre de 2023 se postergó la captación de información en esta entidad a través de encuestas en hogares, como es el caso de la ENOE. La información de ocupación y empleo de la entidad de Guerrero correspondientes al cuarto trimestre de 2023, se construyen principalmente, a partir de la entrevista completa del mes de octubre, por lo que los resultados no reflejan el impacto del huracán en el mercado laboral de dicha entidad federativa. Se anuncia que los trabajos de recolección de información para la entidad de Guerrero se han retomado en su totalidad a partir de enero de 2024.<br><br>La información corresponde a la población de 15 años y más de edad, debido a la modificación que se realizó en 2014 a la Constitución Política de los Estados Unidos Mexicanos, que elevó la edad legal mínima para trabajar de los 14 a los 15 años."
6200032091,"Población ocupada con ingresos de más de 3 hasta 5 salarios mínimos - 15 años y más, mujeres","La información a partir del primer trimestre de 2023 y del primer trimestre de 2005 hasta el primer trimestre de 2020 proviene de la Encuesta Nacional de Ocupación y Empleo (ENOE); para el segundo trimestre corresponde a la Encuesta Telefónica de Ocupación y Empleo (ETOE); y del tercer trimestre de 2020 al cuarto trimestre de 2022 corresponde a la Encuesta Nacional de Ocupación y Empleo, Nueva Edición (ENOEN). La información presentada para el segundo trimestre de 2020 se construyó a partir del promedio de cada uno de los indicadores mensuales (absolutos y relativos) provenientes de la ETOE que ofrece información para los meses de abril, mayo y junio de 2020.<br><br>La información desde 2005 hasta la fecha considera las estimaciones poblacionales trimestrales generadas por el Marco Muestreo del INEGI.<br><br>Derivado del desastre natural ocasionado por el huracán Otis en el estado de Guerrero, a partir del 25 de octubre de 2023 se postergó la captación de información en esta entidad a través de encuestas en hogares, como es el caso de la ENOE. La información de ocupación y empleo de la entidad de Guerrero correspondientes al cuarto trimestre de 2023, se construyen principalmente, a partir de la entrevista completa del mes de octubre, por lo que los resultados no reflejan el impacto del huracán en el mercado laboral de dicha entidad federativa. Se anuncia que los trabajos de recolección de información para la entidad de Guerrero se han retomado en su totalidad a partir de enero de 2024.<br><br>La información corresponde a la población de 15 años y más de edad, debido a la modificación que se realizó en 2014 a la Constitución Política de los Estados Unidos Mexicanos, que elevó la edad legal mínima para trabajar de los 14 a los 15 años."
6200032092,Población ocupada con ingresos de más de 5 salarios mínimos - 15 años y más,"La información a partir del primer trimestre de 2023 y del primer trimestre de 2005 hasta el primer trimestre de 2020 proviene de la Encuesta Nacional de Ocupación y Empleo (ENOE); para el segundo trimestre corresponde a la Encuesta Telefónica de Ocupación y Empleo (ETOE); y del tercer trimestre de 2020 al cuarto trimestre de 2022 corresponde a la Encuesta Nacional de Ocupación y Empleo, Nueva Edición (ENOEN). La información presentada para el segundo trimestre de 2020 se construyó a partir del promedio de cada uno de los indicadores mensuales (absolutos y relativos) provenientes de la ETOE que ofrece información para los meses de abril, mayo y junio de 2020.<br><br>La información desde 2005 hasta la fecha considera las estimaciones poblacionales trimestrales generadas por el Marco Muestreo del INEGI.<br><br>Derivado del desastre natural ocasionado por el huracán Otis en el estado de Guerrero, a partir del 25 de octubre de 2023 se postergó la captación de información en esta entidad a través de encuestas en hogares, como es el caso de la ENOE. La información de ocupación y empleo de la entidad de Guerrero correspondientes al cuarto trimestre de 2023, se construyen principalmente, a partir de la entrevista completa del mes de octubre, por lo que los resultados no reflejan el impacto del huracán en el mercado laboral de dicha entidad federativa. Se anuncia que los trabajos de recolección de información para la entidad de Guerrero se han retomado en su totalidad a partir de enero de 2024.<br><br>La información corresponde a la población de 15 años y más de edad, debido a la modificación que se realizó en 2014 a la Constitución Política de los Estados Unidos Mexicanos, que elevó la edad legal mínima para trabajar de los 14 a los 15 años."
6200032093,"Población ocupada con ingresos de más de 5 salarios mínimos - 15 años y más, hombres","La información a partir del primer trimestre de 2023 y del primer trimestre de 2005 hasta el primer trimestre de 2020 proviene de la Encuesta Nacional de Ocupación y Empleo (ENOE); para el segundo trimestre corresponde a la Encuesta Telefónica de Ocupación y Empleo (ETOE); y del tercer trimestre de 2020 al cuarto trimestre de 2022 corresponde a la Encuesta Nacional de Ocupación y Empleo, Nueva Edición (ENOEN). La información presentada para el segundo trimestre de 2020 se construyó a partir del promedio de cada uno de los indicadores mensuales (absolutos y relativos) provenientes de la ETOE que ofrece información para los meses de abril, mayo y junio de 2020.<br><br>La información desde 2005 hasta la fecha considera las estimaciones poblacionales trimestrales generadas por el Marco Muestreo del INEGI.<br><br>Derivado del desastre natural ocasionado por el huracán Otis en el estado de Guerrero, a partir del 25 de octubre de 2023 se postergó la captación de información en esta entidad a través de encuestas en hogares, como es el caso de la ENOE. La información de ocupación y empleo de la entidad de Guerrero correspondientes al cuarto trimestre de 2023, se construyen principalmente, a partir de la entrevista completa del mes de octubre, por lo que los resultados no reflejan el impacto del huracán en el mercado laboral de dicha entidad federativa. Se anuncia que los trabajos de recolección de información para la entidad de Guerrero se han retomado en su totalidad a partir de enero de 2024.<br><br>La información corresponde a la población de 15 años y más de edad, debido a la modificación que se realizó en 2014 a la Constitución Política de los Estados Unidos Mexicanos, que elevó la edad legal mínima para trabajar de los 14 a los 15 años."
6200032094,"Población ocupada con ingresos de más de 5 salarios mínimos - 15 años y más, mujeres","La información a partir del primer trimestre de 2023 y del primer trimestre de 2005 hasta el primer trimestre de 2020 proviene de la Encuesta Nacional de Ocupación y Empleo (ENOE); para el segundo trimestre corresponde a la Encuesta Telefónica de Ocupación y Empleo (ETOE); y del tercer trimestre de 2020 al cuarto trimestre de 2022 corresponde a la Encuesta Nacional de Ocupación y Empleo, Nueva Edición (ENOEN). La información presentada para el segundo trimestre de 2020 se construyó a partir del promedio de cada uno de los indicadores mensuales (absolutos y relativos) provenientes de la ETOE que ofrece información para los meses de abril, mayo y junio de 2020.<br><br>La información desde 2005 hasta la fecha considera las estimaciones poblacionales trimestrales generadas por el Marco Muestreo del INEGI.<br><br>Derivado del desastre natural ocasionado por el huracán Otis en el estado de Guerrero, a partir del 25 de octubre de 2023 se postergó la captación de información en esta entidad a través de encuestas en hogares, como es el caso de la ENOE. La información de ocupación y empleo de la entidad de Guerrero correspondientes al cuarto trimestre de 2023, se construyen principalmente, a partir de la entrevista completa del mes de octubre, por lo que los resultados no reflejan el impacto del huracán en el mercado laboral de dicha entidad federativa. Se anuncia que los trabajos de recolección de información para la entidad de Guerrero se han retomado en su totalidad a partir de enero de 2024.<br><br>La información corresponde a la población de 15 años y más de edad, debido a la modificación que se realizó en 2014 a la Constitución Política de los Estados Unidos Mexicanos, que elevó la edad legal mínima para trabajar de los 14 a los 15 años."
6200032095,Población ocupada que no recibe ingresos - 15 años y más,"La información a partir del primer trimestre de 2023 y del primer trimestre de 2005 hasta el primer trimestre de 2020 proviene de la Encuesta Nacional de Ocupación y Empleo (ENOE); para el segundo trimestre corresponde a la Encuesta Telefónica de Ocupación y Empleo (ETOE); y del tercer trimestre de 2020 al cuarto trimestre de 2022 corresponde a la Encuesta Nacional de Ocupación y Empleo, Nueva Edición (ENOEN). La información presentada para el segundo trimestre de 2020 se construyó a partir del promedio de cada uno de los indicadores mensuales (absolutos y relativos) provenientes de la ETOE que ofrece información para los meses de abril, mayo y junio de 2020.<br><br>La información desde 2005 hasta la fecha considera las estimaciones poblacionales trimestrales generadas por el Marco Muestreo del INEGI.<br><br>Derivado del desastre natural ocasionado por el huracán Otis en el estado de Guerrero, a partir del 25 de octubre de 2023 se postergó la captación de información en esta entidad a través de encuestas en hogares, como es el caso de la ENOE. La información de ocupación y empleo de la entidad de Guerrero correspondientes al cuarto trimestre de 2023, se construyen principalmente, a partir de la entrevista completa del mes de octubre, por lo que los resultados no reflejan el impacto del huracán en el mercado laboral de dicha entidad federativa. Se anuncia que los trabajos de recolección de información para la entidad de Guerrero se han retomado en su totalidad a partir de enero de 2024.<br><br>La información corresponde a la población de 15 años y más de edad, debido a la modificación que se realizó en 2014 a la Constitución Política de los Estados Unidos Mexicanos, que elevó la edad legal mínima para trabajar de los 14 a los 15 años."
6200032096,"Población ocupada que no recibe ingresos - 15 años y más, hombres","La información a partir del primer trimestre de 2023 y del primer trimestre de 2005 hasta el primer trimestre de 2020 proviene de la Encuesta Nacional de Ocupación y Empleo (ENOE); para el segundo trimestre corresponde a la Encuesta Telefónica de Ocupación y Empleo (ETOE); y del tercer trimestre de 2020 al cuarto trimestre de 2022 corresponde a la Encuesta Nacional de Ocupación y Empleo, Nueva Edición (ENOEN). La información presentada para el segundo trimestre de 2020 se construyó a partir del promedio de cada uno de los indicadores mensuales (absolutos y relativos) provenientes de la ETOE que ofrece información para los meses de abril, mayo y junio de 2020.<br><br>La información desde 2005 hasta la fecha considera las estimaciones poblacionales trimestrales generadas por el Marco Muestreo del INEGI.<br><br>Derivado del desastre natural ocasionado por el huracán Otis en el estado de Guerrero, a partir del 25 de octubre de 2023 se postergó la captación de información en esta entidad a través de encuestas en hogares, como es el caso de la ENOE. La información de ocupación y empleo de la entidad de Guerrero correspondientes al cuarto trimestre de 2023, se construyen principalmente, a partir de la entrevista completa del mes de octubre, por lo que los resultados no reflejan el impacto del huracán en el mercado laboral de dicha entidad federativa. Se anuncia que los trabajos de recolección de información para la entidad de Guerrero se han retomado en su totalidad a partir de enero de 2024.<br><br>La información corresponde a la población de 15 años y más de edad, debido a la modificación que se realizó en 2014 a la Constitución Política de los Estados Unidos Mexicanos, que elevó la edad legal mínima para trabajar de los 14 a los 15 años."
6200032097,"Población ocupada que no recibe ingresos - 15 años y más, mujeres","La información a partir del primer trimestre de 2023 y del primer trimestre de 2005 hasta el primer trimestre de 2020 proviene de la Encuesta Nacional de Ocupación y Empleo (ENOE); para el segundo trimestre corresponde a la Encuesta Telefónica de Ocupación y Empleo (ETOE); y del tercer trimestre de 2020 al cuarto trimestre de 2022 corresponde a la Encuesta Nacional de Ocupación y Empleo, Nueva Edición (ENOEN). La información presentada para el segundo trimestre de 2020 se construyó a partir del promedio de cada uno de los indicadores mensuales (absolutos y relativos) provenientes de la ETOE que ofrece información para los meses de abril, mayo y junio de 2020.<br><br>La información desde 2005 hasta la fecha considera las estimaciones poblacionales trimestrales generadas por el Marco Muestreo del INEGI.<br><br>Derivado del desastre natural ocasionado por el huracán Otis en el estado de Guerrero, a partir del 25 de octubre de 2023 se postergó la captación de información en esta entidad a través de encuestas en hogares, como es el caso de la ENOE. La información de ocupación y empleo de la entidad de Guerrero correspondientes al cuarto trimestre de 2023, se construyen principalmente, a partir de la entrevista completa del mes de octubre, por lo que los resultados no reflejan el impacto del huracán en el mercado laboral de dicha entidad federativa. Se anuncia que los trabajos de recolección de información para la entidad de Guerrero se han retomado en su totalidad a partir de enero de 2024.<br><br>La información corresponde a la población de 15 años y más de edad, debido a la modificación que se realizó en 2014 a la Constitución Política de los Estados Unidos Mexicanos, que elevó la edad legal mínima para trabajar de los 14 a los 15 años."
6200032098,Población ocupada con ingresos no especificados - 15 años y más,"La información a partir del primer trimestre de 2023 y del primer trimestre de 2005 hasta el primer trimestre de 2020 proviene de la Encuesta Nacional de Ocupación y Empleo (ENOE); para el segundo trimestre corresponde a la Encuesta Telefónica de Ocupación y Empleo (ETOE); y del tercer trimestre de 2020 al cuarto trimestre de 2022 corresponde a la Encuesta Nacional de Ocupación y Empleo, Nueva Edición (ENOEN). La información presentada para el segundo trimestre de 2020 se construyó a partir del promedio de cada uno de los indicadores mensuales (absolutos y relativos) provenientes de la ETOE que ofrece información para los meses de abril, mayo y junio de 2020.<br><br>La información desde 2005 hasta la fecha considera las estimaciones poblacionales trimestrales generadas por el Marco Muestreo del INEGI.<br><br>Derivado del desastre natural ocasionado por el huracán Otis en el estado de Guerrero, a partir del 25 de octubre de 2023 se postergó la captación de información en esta entidad a través de encuestas en hogares, como es el caso de la ENOE. La información de ocupación y empleo de la entidad de Guerrero correspondientes al cuarto trimestre de 2023, se construyen principalmente, a partir de la entrevista completa del mes de octubre, por lo que los resultados no reflejan el impacto del huracán en el mercado laboral de dicha entidad federativa. Se anuncia que los trabajos de recolección de información para la entidad de Guerrero se han retomado en su totalidad a partir de enero de 2024.<br><br>La información corresponde a la población de 15 años y más de edad, debido a la modificación que se realizó en 2014 a la Constitución Política de los Estados Unidos Mexicanos, que elevó la edad legal mínima para trabajar de los 14 a los 15 años."
6200032099,"Población ocupada con ingresos no especificados - 15 años y más, hombres","La información a partir del primer trimestre de 2023 y del primer trimestre de 2005 hasta el primer trimestre de 2020 proviene de la Encuesta Nacional de Ocupación y Empleo (ENOE); para el segundo trimestre corresponde a la Encuesta Telefónica de Ocupación y Empleo (ETOE); y del tercer trimestre de 2020 al cuarto trimestre de 2022 corresponde a la Encuesta Nacional de Ocupación y Empleo, Nueva Edición (ENOEN). La información presentada para el segundo trimestre de 2020 se construyó a partir del promedio de cada uno de los indicadores mensuales (absolutos y relativos) provenientes de la ETOE que ofrece información para los meses de abril, mayo y junio de 2020.<br><br>La información desde 2005 hasta la fecha considera las estimaciones poblacionales trimestrales generadas por el Marco Muestreo del INEGI.<br><br>Derivado del desastre natural ocasionado por el huracán Otis en el estado de Guerrero, a partir del 25 de octubre de 2023 se postergó la captación de información en esta entidad a través de encuestas en hogares, como es el caso de la ENOE. La información de ocupación y empleo de la entidad de Guerrero correspondientes al cuarto trimestre de 2023, se construyen principalmente, a partir de la entrevista completa del mes de octubre, por lo que los resultados no reflejan el impacto del huracán en el mercado laboral de dicha entidad federativa. Se anuncia que los trabajos de recolección de información para la entidad de Guerrero se han retomado en su totalidad a partir de enero de 2024.<br><br>La información corresponde a la población de 15 años y más de edad, debido a la modificación que se realizó en 2014 a la Constitución Política de los Estados Unidos Mexicanos, que elevó la edad legal mínima para trabajar de los 14 a los 15 años."
6200032100,"Población ocupada con ingresos no especificados - 15 años y más, mujeres","La información a partir del primer trimestre de 2023 y del primer trimestre de 2005 hasta el primer trimestre de 2020 proviene de la Encuesta Nacional de Ocupación y Empleo (ENOE); para el segundo trimestre corresponde a la Encuesta Telefónica de Ocupación y Empleo (ETOE); y del tercer trimestre de 2020 al cuarto trimestre de 2022 corresponde a la Encuesta Nacional de Ocupación y Empleo, Nueva Edición (ENOEN). La información presentada para el segundo trimestre de 2020 se construyó a partir del promedio de cada uno de los indicadores mensuales (absolutos y relativos) provenientes de la ETOE que ofrece información para los meses de abril, mayo y junio de 2020.<br><br>La información desde 2005 hasta la fecha considera las estimaciones poblacionales trimestrales generadas por el Marco Muestreo del INEGI.<br><br>Derivado del desastre natural ocasionado por el huracán Otis en el estado de Guerrero, a partir del 25 de octubre de 2023 se postergó la captación de información en esta entidad a través de encuestas en hogares, como es el caso de la ENOE. La información de ocupación y empleo de la entidad de Guerrero correspondientes al cuarto trimestre de 2023, se construyen principalmente, a partir de la entrevista completa del mes de octubre, por lo que los resultados no reflejan el impacto del huracán en el mercado laboral de dicha entidad federativa. Se anuncia que los trabajos de recolección de información para la entidad de Guerrero se han retomado en su totalidad a partir de enero de 2024.<br><br>La información corresponde a la población de 15 años y más de edad, debido a la modificación que se realizó en 2014 a la Constitución Política de los Estados Unidos Mexicanos, que elevó la edad legal mínima para trabajar de los 14 a los 15 años."
6200093709,Población ocupada en el sector informal - 15 años y más,"La información a partir del primer trimestre de 2023 y del primer trimestre de 2005 hasta el primer trimestre de 2020 proviene de la Encuesta Nacional de Ocupación y Empleo (ENOE); para el segundo trimestre corresponde a la Encuesta Telefónica de Ocupación y Empleo (ETOE); y del tercer trimestre de 2020 al cuarto trimestre de 2022 corresponde a la Encuesta Nacional de Ocupación y Empleo, Nueva Edición (ENOEN). La información presentada para el segundo trimestre de 2020 se construyó a partir del promedio de cada uno de los indicadores mensuales (absolutos y relativos) provenientes de la ETOE que ofrece información para los meses de abril, mayo y junio de 2020.<br><br>La información desde 2005 hasta la fecha considera las estimaciones poblacionales trimestrales generadas por el Marco Muestreo del INEGI.<br><br>Derivado del desastre natural ocasionado por el huracán Otis en el estado de Guerrero, a partir del 25 de octubre de 2023 se postergó la captación de información en esta entidad a través de encuestas en hogares, como es el caso de la ENOE. La información de ocupación y empleo de la entidad de Guerrero correspondientes al cuarto trimestre de 2023, se construyen principalmente, a partir de la entrevista completa del mes de octubre, por lo que los resultados no reflejan el impacto del huracán en el mercado laboral de dicha entidad federativa. Se anuncia que los trabajos de recolección de información para la entidad de Guerrero se han retomado en su totalidad a partir de enero de 2024.<br><br>La información corresponde a la población de 15 años y más de edad, debido a la modificación que se realizó en 2014 a la Constitución Política de los Estados Unidos Mexicanos, que elevó la edad legal mínima para trabajar de los 14 a los 15 años."
6200093709,Población ocupada en el sector informal - 15 años y más,"Personas de 15 años y más que se desempeñan en actividades de los sectores secundario y terciario en una unidad económica no constituida en sociedad, la cual opera a partir de los recursos de los hogares y no lleva registros contables de su actividad."
6200093715,"Población ocupada en el sector informal - 15 años y más, mujeres","Personas de 15 años y más que se desempeñan en actividades de los sectores secundario y terciario en una unidad económica no constituida en sociedad, la cual opera a partir de los recursos de los hogares y no lleva registros contables de su actividad."
6200093715,"Población ocupada en el sector informal - 15 años y más, mujeres","La información a partir del primer trimestre de 2023 y del primer trimestre de 2005 hasta el primer trimestre de 2020 proviene de la Encuesta Nacional de Ocupación y Empleo (ENOE); para el segundo trimestre corresponde a la Encuesta Telefónica de Ocupación y Empleo (ETOE); y del tercer trimestre de 2020 al cuarto trimestre de 2022 corresponde a la Encuesta Nacional de Ocupación y Empleo, Nueva Edición (ENOEN). La información presentada para el segundo trimestre de 2020 se construyó a partir del promedio de cada uno de los indicadores mensuales (absolutos y relativos) provenientes de la ETOE que ofrece información para los meses de abril, mayo y junio de 2020.<br><br>La información desde 2005 hasta la fecha considera las estimaciones poblacionales trimestrales generadas por el Marco Muestreo del INEGI.<br><br>Derivado del desastre natural ocasionado por el huracán Otis en el estado de Guerrero, a partir del 25 de octubre de 2023 se postergó la captación de información en esta entidad a través de encuestas en hogares, como es el caso de la ENOE. La información de ocupación y empleo de la entidad de Guerrero correspondientes al cuarto trimestre de 2023, se construyen principalmente, a partir de la entrevista completa del mes de octubre, por lo que los resultados no reflejan el impacto del huracán en el mercado laboral de dicha entidad federativa. Se anuncia que los trabajos de recolección de información para la entidad de Guerrero se han retomado en su totalidad a partir de enero de 2024.<br><br>La información corresponde a la población de 15 años y más de edad, debido a la modificación que se realizó en 2014 a la Constitución Política de los Estados Unidos Mexicanos, que elevó la edad legal mínima para trabajar de los 14 a los 15 años."
6200093716,"Población ocupada en el sector informal - 15 años y más, hombres","La información a partir del primer trimestre de 2023 y del primer trimestre de 2005 hasta el primer trimestre de 2020 proviene de la Encuesta Nacional de Ocupación y Empleo (ENOE); para el segundo trimestre corresponde a la Encuesta Telefónica de Ocupación y Empleo (ETOE); y del tercer trimestre de 2020 al cuarto trimestre de 2022 corresponde a la Encuesta Nacional de Ocupación y Empleo, Nueva Edición (ENOEN). La información presentada para el segundo trimestre de 2020 se construyó a partir del promedio de cada uno de los indicadores mensuales (absolutos y relativos) provenientes de la ETOE que ofrece información para los meses de abril, mayo y junio de 2020.<br><br>La información desde 2005 hasta la fecha considera las estimaciones poblacionales trimestrales generadas por el Marco Muestreo del INEGI.<br><br>Derivado del desastre natural ocasionado por el huracán Otis en el estado de Guerrero, a partir del 25 de octubre de 2023 se postergó la captación de información en esta entidad a través de encuestas en hogares, como es el caso de la ENOE. La información de ocupación y empleo de la entidad de Guerrero correspondientes al cuarto trimestre de 2023, se construyen principalmente, a partir de la entrevista completa del mes de octubre, por lo que los resultados no reflejan el impacto del huracán en el mercado laboral de dicha entidad federativa. Se anuncia que los trabajos de recolección de información para la entidad de Guerrero se han retomado en su totalidad a partir de enero de 2024.<br><br>La información corresponde a la población de 15 años y más de edad, debido a la modificación que se realizó en 2014 a la Constitución Política de los Estados Unidos Mexicanos, que elevó la edad legal mínima para trabajar de los 14 a los 15 años."
6200093716,"Población ocupada en el sector informal - 15 años y más, hombres","Personas de 15 años y más que se desempeñan en actividades de los sectores secundario y terciario en una unidad económica no constituida en sociedad, la cual opera a partir de los recursos de los hogares y no lleva registros contables de su actividad."
6200093950,"Población ocupada - 15 años y más, hombres","Personas de 15 años y más de edad que en la semana de referencia realizaron alguna actividad económica durante al menos una hora. Incluye a los ocupados que tenían trabajo, pero no lo desempeñaron temporalmente por alguna razón, sin que por ello perdieran el vínculo laboral con este; así como a quienes ayudaron en alguna actividad económica sin recibir un sueldo o salario."
