"Sistema Nacional de Información Estadística y Geográfica",
"Catálogo Nacional de Indicadores",
"Fecha de consulta: 21/04/2026 13:58:40",

"Nombre del Indicador Clave: Tasa de absorción de los egresados de primaria",
"Definición: Es el porcentaje de alumnos de nuevo ingreso a primer grado de secundaria respecto a los alumnos egresados de primaria  del ciclo inmediato anterior.",
"Cobertura geográfica: Nacional y Estatal.",
"Cobertura temporal: A partir de 1990.",
"Unidad de medida: Porcentaje",
"Periodicidad: Anual",


"Entidad federativa","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Durango","75.11637","75.78108","79.65154","81.80514","87.97016","83.88199","83.02800","85.26011","86.68736","88.81962","88.02618","90.13973","92.83910","92.56885","93.05989","93.56302","96.36048","95.97726","96.58474","96.33079","97.08807","98.66118","97.55206","97.62489","97.37295","97.46306","98.13389","97.65497","97.78809","97.08296","93.93506","93.11391","97.10305","97.10690","96.77222"
"Guanajuato","66.41087","67.08357","70.58714","72.65270","75.56054","75.83001","74.71761","78.78429","83.76387","83.88045","85.08451","87.79971","89.34704","90.65919","92.14688","89.77648","92.33375","93.27109","93.73238","93.70477","93.04443","94.48020","94.85421","95.23942","95.93955","95.94247","95.05914","95.78625","96.67146","95.15863","93.67960","92.06764","94.62131","94.45606","94.95982"
"Guerrero","74.96649","76.21069","77.74440","78.81716","80.74717","81.00658","80.07262","81.18581","84.43296","86.36249","85.72073","86.30902","87.91798","89.25794","88.99063","88.43404","89.05600","89.19438","90.80916","89.89664","91.50793","92.66918","92.60009","93.64147","94.11015","93.11766","92.18858","92.27930","91.99758","92.05443","89.12954","86.66983","91.46220","90.08822","90.58667"
"Hidalgo","79.63356","79.27178","81.79132","83.15259","86.18626","85.65063","85.10889","88.20572","92.30338","92.33052","93.05731","94.15923","94.34933","96.45867","95.90821","96.50641","96.78208","96.79731","97.19999","97.36484","98.29842","98.99206","98.79209","98.92506","99.13969","99.15172","99.40146","99.37747","99.20862","99.48898","97.73943","96.70975","99.30619","99.15585","99.60795"
"Jalisco","75.30936","75.27947","77.39337","80.45112","82.47280","82.49910","82.95346","84.03005","86.59491","87.63477","89.55224","91.22571","92.00736","92.84437","93.83937","94.89262","94.52134","95.08120","95.39148","96.37177","96.99872","97.31941","96.73123","97.49956","97.11184","97.22656","96.79748","96.97841","96.51683","96.56621","95.15065","93.68952","95.78125","94.81108","95.10094"
"México","84.09556","84.16715","86.35596","86.81744","88.97333","88.74570","89.85200","90.72927","91.51494","92.02247","93.10574","94.13686","94.51726","94.59392","94.55099","94.70256","94.81318","94.73102","94.60687","95.08762","95.56574","95.94952","96.03159","96.22209","96.37738","96.62564","96.56688","96.58910","96.51344","96.63619","92.95713","93.43658","96.97244","96.07475","95.91140"
"Michoacán de Ocampo","70.84260","72.37949","62.95361","74.74484","77.16099","76.28409","73.58085","76.50843","75.97142","80.25939","82.22586","85.63737","87.89489","87.97573","89.03019","89.15901","90.79770","91.09576","92.39423","91.62011","93.77562","94.93770","95.14719","95.53973","95.15559","94.51928","97.83358","99.13367","96.56120","95.39966","92.60432","89.72703","95.30049","92.68320","93.64332"
"Morelos","91.59777","90.28590","91.89459","91.85215","91.86597","91.29066","91.13089","91.72802","92.42206","93.58083","95.03486","96.37965","97.72067","98.77354","98.09790","97.65692","97.73957","97.75946","95.58636","99.15680","99.42162","99.42840","99.35547","99.03513","100.25191","99.18583","99.58461","99.97697","99.25606","99.76015","97.22815","95.81724","99.24859","98.02676","98.44346"
"Nayarit","85.53248","86.47517","89.74928","91.16851","92.45920","92.03640","91.40881","91.59409","96.14906","95.22949","96.07481","96.58261","97.13029","97.10350","97.51264","97.43419","96.86002","97.65297","98.27165","97.92723","96.01751","97.01493","97.24514","96.13247","96.57885","97.24691","97.35923","97.82400","95.94655","97.85066","94.16227","92.96584","97.90423","96.92652","96.90838"
"Nuevo León","91.87160","92.12701","92.70523","93.65924","95.14164","95.39469","95.36369","94.84821","97.91912","97.83289","98.33257","98.52354","98.79616","99.20591","99.08865","98.97073","98.35931","99.03207","98.97029","98.66007","98.32138","98.92145","98.83156","99.42585","99.39160","100.47171","99.09062","99.13810","99.22277","99.75435","98.52667","95.19309","99.24319","98.93198","98.92613"
"Oaxaca","69.49074","70.94409","71.23180","75.60625","79.49755","78.25734","79.84321","83.01817","86.41429","86.84274","88.67158","91.85279","92.29827","92.49368","92.50556","92.65799","92.65799","94.75347","92.47185","92.82619","93.92297","95.71318","95.11905","91.97596","96.32588","95.82065","97.69111","104.32440","91.34178","90.36393","90.13883","90.76616","87.55077","94.12670","90.56991"
"Puebla","75.85857","75.63726","75.30079","77.38765","79.73113","79.00606","78.66160","80.66688","85.06735","85.46605","87.30465","88.89458","90.12134","90.09010","90.98803","91.32151","91.96195","91.76787","92.17227","92.06539","94.45382","94.43366","94.11156","94.96572","94.93652","95.14479","94.31472","94.68561","94.91074","94.64816","89.78360","90.12953","95.04838","94.47214","94.61872"
"Querétaro","74.87080","75.55048","78.08543","80.54703","82.53020","82.22998","83.05314","83.25208","87.89909","88.47797","90.14657","92.12895","94.35226","94.52842","95.00558","95.21962","95.47597","95.93139","95.23720","96.95011","98.12865","98.23091","98.27457","98.41571","98.70943","98.78146","99.42681","99.08029","98.83353","98.89329","97.85416","98.01760","98.05444","99.34645","98.88366"
"Quintana Roo","89.71549","93.52438","92.06735","93.06957","95.40332","93.69726","93.74617","93.23526","99.70325","98.90024","99.38080","101.18353","100.63899","99.31480","100.33287","101.27888","100.78655","100.53944","99.80991","99.52438","98.87250","98.88468","98.68432","99.03777","100.65650","101.05813","102.38887","101.44712","101.45087","100.99222","100.53905","102.12887","105.91058","100.98105","100.49425"
"San Luis Potosí","79.75738","79.88126","83.47715","83.94127","85.20276","83.29272","84.74979","90.17548","92.37010","91.73531","91.71573","92.12126","92.85527","95.04193","94.35358","95.72650","95.40080","95.96428","95.77025","96.54599","97.88425","97.94706","98.08606","98.57784","98.42726","98.51803","98.28216","98.55678","98.53858","98.07911","95.35758","93.82103","97.39490","97.10426","97.45664"
"Sinaloa","87.51784","88.24293","89.94763","91.11180","92.24238","91.87499","92.49439","91.62581","94.68890","94.86628","95.27488","96.95441","97.46545","97.47368","97.71204","97.41662","97.81951","97.99030","97.83073","98.74490","98.43699","98.74543","98.44877","97.93405","97.47793","98.04108","98.25848","99.36947","99.79677","100.06602","98.83090","97.55332","97.81264","98.30352","97.54068"
"Sonora","93.94068","95.57801","94.56638","97.20246","96.97714","96.68954","96.87289","97.70235","97.86415","98.05617","97.88613","97.97459","96.95740","97.45091","97.59036","97.01615","98.11168","100.62111","99.42397","98.69931","99.84064","101.35864","100.65335","100.68404","99.09242","99.52127","99.60104","100.57387","98.15964","99.32832","99.56151","97.96772","97.46866","98.69980","98.80122"
"Tabasco","81.94400","85.45549","86.56728","89.02401","91.99224","90.69113","90.07869","86.38276","94.20058","94.81027","95.53079","97.52971","97.98276","98.89090","98.99300","99.32218","100.18632","98.28742","98.88734","99.11446","98.95522","98.33723","98.51420","98.86696","99.03978","99.06643","98.90027","97.58803","98.07018","98.56530","97.38606","95.06446","97.87039","97.27842","97.98151"
"Tamaulipas","85.55207","85.84186","87.84645","88.81966","90.64961","89.27592","89.67773","91.29846","94.16032","93.35193","94.82119","94.64821","95.39554","95.65912","96.90377","96.56262","96.11411","96.18294","96.65705","96.43827","95.86296","95.86101","96.37457","95.84380","97.04125","96.78086","97.65965","97.10068","96.32494","97.00003","91.98932","88.81344","94.70952","94.58660","93.95919"
"Tlaxcala","86.19140","86.29236","86.31769","88.17367","89.85693","88.27571","88.39692","90.44243","91.81949","93.17391","94.02301","94.41085","94.97787","95.31585","96.55376","96.83870","96.58216","97.06925","97.64204","98.16879","99.04941","99.57024","99.39769","99.14018","99.90391","99.92379","99.67561","99.29859","100.17629","99.24228","98.06971","97.50669","101.55193","100.59179","100.86848"
"Veracruz de Ignacio de la Llave","79.13553","82.13139","81.12451","83.25367","85.33450","84.00586","83.87207","84.53038","89.39629","90.39148","90.20394","92.06040","92.85181","93.51403","93.67471","93.71234","94.18526","93.78544","94.43618","94.47317","95.97700","96.23692","96.25786","96.32087","96.62835","96.03900","95.25460","95.71078","95.90529","95.96097","93.00186","90.99824","95.24369","94.73479","95.69155"
"Yucatán","86.83344","89.26839","90.65499","89.55567","93.92879","90.62480","89.52476","91.10265","96.67162","98.17545","98.08374","98.63978","99.89965","99.86191","99.85599","99.76024","98.70063","98.52874","98.31883","98.91281","99.70121","100.56577","99.77607","99.03655","99.07363","99.25843","98.67515","100.48376","99.81165","100.87057","97.56897","96.35485","98.53151","94.83339","100.65094"
"Zacatecas","69.20236","71.00329","75.08379","77.53092","81.56826","80.07719","79.54001","79.92525","84.11241","89.18792","90.32020","91.58473","92.97643","94.47432","95.37998","94.28656","95.61344","95.42032","96.07810","97.14856","97.86361","97.59692","96.99111","97.87757","98.04603","97.21351","97.36604","97.26802","97.13565","96.72811","96.01782","92.33003","96.07559","95.58680","94.98222"

"Nota: El indicador es sensible a la migración de la población, es decir, puede alcanzar cifras mayores a 100% si se inscriben como nuevo ingreso alumnos provenientes de entidades federativas vecinas.",
"Responsable: SEP.  Dirección General de Planeación, Programación y Estadística Educativa.",
"Fuente: SEP.   Sistema de Estadísticas Continuas de Educación del Formato 911.  ",
