"Sistema Nacional de Información Estadística y Geográfica",
"Catálogo Nacional de Indicadores",
"Fecha de consulta: 21/04/2026 13:48:46",

"Nombre del Indicador Clave: Tasa neta de matriculación en secundaria (12 a 14 años de edad)",
"Definición: Porcentaje de la población de 12 a 14 años de edad matriculada en la educación secundaria con respecto a la población total de 12 a 14 años de edad.",
"Cobertura geográfica: Nacional y Estatal.",
"Cobertura temporal: A partir de 1990.",
"Unidad de medida: Porcentaje",
"Periodicidad: Anual",


"Entidad federativa","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Quintana Roo","40.57302","42.59032","44.64116","46.39374","49.05412","51.04763","53.83422","56.72172","59.42034","61.01483","63.82639","66.16225","68.11884","69.93667","70.71986","72.74219","74.60976","76.66438","79.08894","79.74146","79.48365","78.60616","77.32795","79.10468","83.79119","85.66077","83.23045","80.50861","80.53436","80.36491","80.93590","82.85298","83.66318","79.53290","80.73317"
"San Luis Potosí","48.44091","48.69568","50.34668","51.54132","53.69228","55.44243","57.52743","59.34738","63.76124","67.53068","69.65507","71.20238","73.45059","74.61180","76.15925","77.36472","79.05687","80.30309","80.83285","80.33226","80.24758","80.76471","82.00747","82.32641","86.16315","86.68737","88.29359","84.77925","84.20109","83.28225","82.88949","80.51351","80.14851","80.76643","81.75312"
"Sinaloa","56.37089","56.72539","58.04196","59.32519","60.96985","61.61194","61.81270","63.47564","66.01530","67.44726","68.15224","69.26820","70.53549","71.35311","72.37766","73.50783","77.28995","79.63649","81.58671","82.94455","81.26063","81.25051","80.27568","77.48058","80.87420","80.98846","82.45830","80.22377","81.37332","82.39366","84.71953","83.78729","82.25874","83.24464","83.14253"
"Sonora","62.20526","62.10792","63.28017","65.01217","65.61172","66.21863","66.63396","68.08842","69.92606","71.35657","72.36179","72.77698","74.25707","76.29744","80.39635","80.85152","81.91462","80.86591","81.64294","83.02786","84.40432","83.61633","87.55070","88.66716","89.42071","88.54322","81.88432","81.34516","81.55613","83.55598","84.78818","85.16966","81.72114","80.62015","81.17757"
"Tabasco","46.97754","48.42881","50.64609","53.02153","54.27109","56.81467","58.70632","62.53954","64.96422","68.57527","71.43506","73.82461","76.35419","78.40232","81.13077","80.72133","82.61950","81.01901","81.05037","80.43428","79.60331","79.92013","81.61351","83.34040","88.20227","85.08613","84.54632","84.46663","90.90275","91.37514","88.19340","92.85554","93.44850","94.64466","94.25908"
"Tamaulipas","56.58236","56.18601","57.55699","59.12558","61.13096","62.30290","64.39958","66.39809","67.36988","69.45888","71.31241","72.48399","74.23515","74.64940","75.50411","75.59701","77.10334","80.12292","79.37531","78.94983","78.70519","78.02864","79.63859","79.59984","81.64900","80.53123","78.37947","78.99204","79.55949","81.27982","82.17510","81.40137","79.43717","79.15030","79.10418"
"Tlaxcala","63.46743","63.69727","64.57042","65.38474","66.71335","68.44884","70.98730","72.15349","73.50565","73.85377","73.97143","73.38631","76.19783","79.32375","82.59748","82.01773","83.20414","85.68716","86.93536","86.99854","86.90389","85.60502","82.70465","83.64053","85.05336","87.55936","86.61360","86.94343","86.46527","85.83539","85.58638","84.57480","84.41798","84.95232","86.37320"
"Veracruz de Ignacio de la Llave","42.91236","42.30085","43.22875","44.82567","46.48095","48.45353","49.89456","51.57938","54.38134","56.76251","58.56067","61.00303","64.75020","66.64307","68.64352","69.22192","71.09953","71.39509","72.07146","73.13648","73.47743","72.86925","74.82119","77.46494","79.11326","80.09356","79.37467","78.81702","78.15925","76.89074","76.78528","74.17156","74.36947","76.69945","78.82988"
"Yucatán","41.98312","41.75960","42.57961","43.68088","46.48801","48.86369","50.75465","53.08596","56.20793","59.31166","60.92525","62.50164","64.52151","65.75561","65.75806","66.77285","68.29175","69.99431","70.84850","71.38760","71.21290","72.65603","75.85955","78.55675","81.93076","81.72819","81.27551","78.19679","77.70414","77.18068","76.82983","77.89050","75.38453","73.75402","61.30568"
"Zacatecas","41.00504","41.99165","44.22745","46.12801","48.65095","53.07568","55.92712","58.62794","61.89184","65.73635","68.87463","73.60488","75.10248","76.34767","75.03569","75.35148","76.07373","78.06614","80.52257","81.71529","80.25877","82.94406","85.57024","87.03799","87.81082","87.85323","83.87784","83.32976","83.69971","83.95246","85.09764","82.99420","83.04275","84.62882","83.54867"

"Nota: Cifras revisadas para el año 2018. Los valores de un trimestre a otro pueden variar debido a revisiones de la información y actualización de datos en serie histórica por parte de la fuente.",
"Responsable: SEP.  Dirección General de Planeación, Programación y Estadística Educativa.",
"Fuente: CONAPO.   Conciliación Demográfica 1950 a 2019 y Proyecciones de la Población de México 2020 a 2070.  SEP.   Sistema de Estadísticas Continuas de Educación del Formato 911.  ",
