"Sistema Nacional de Información Estadística y Geográfica",
"Catálogo Nacional de Indicadores",
"Fecha de consulta: 21/04/2026 14:01:46",

"Nombre del Indicador Clave: Tasa de absorción en educación secundaria",
"Definición: Es el porcentaje de alumnos de nuevo ingreso a primer grado de un nivel educativo respecto a los alumnos egresados del nivel educativo precedente en el ciclo inmediato anterior.",
"Cobertura geográfica: Nacional y Estatal.",
"Cobertura temporal: A partir del año 2000.",
"Unidad de medida: Porcentaje de alumnos",
"Periodicidad: Anual",


"Entidad federativa","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Nacional","91.83373","93.36028","94.10606","94.65935","94.98110","94.94525","95.37942","95.20429","95.46377","95.71464","96.48376","97.03654","96.93274","97.03636","97.35570","97.19524","97.07893","97.63597","96.87789","96.90955","94.53218","93.10582","96.23429","95.77007","95.78057"
"Aguascalientes","93.44583","94.73880","97.14873","96.48685","97.58632","96.85953","97.55148","97.88007","97.12295","98.07580","98.69731","99.25186","99.16954","99.41456","99.40601","98.54467","98.78650","98.95635","98.64324","99.36446","98.47231","97.32490","98.71066","99.88241","99.94296"
"Baja California","95.92580","95.63235","96.63000","97.40260","97.22647","97.07638","97.28887","96.42376","97.92986","98.00300","98.46224","99.37832","99.53247","98.20207","99.92740","99.84362","100.37988","99.13871","99.60514","99.07748","95.47739","93.88305","98.99211","97.83525","97.23864"
"Baja California Sur","98.38382","99.02870","99.23171","99.31587","99.71510","99.62200","99.53012","100.37116","99.30276","98.51011","98.49034","100.86016","99.64096","99.10990","100.07551","99.39343","99.77212","101.08286","99.49977","100.92054","99.73074","98.84873","100.39694","101.40727","100.32337"
"Campeche","94.24906","94.82680","95.48799","96.90660","97.02087","96.38869","96.72984","95.78539","96.42112","95.79536","97.38042","97.52488","97.40714","97.39834","98.69377","97.98772","97.68502","98.75387","99.47358","97.77410","98.53698","93.15143","97.82622","96.87443","97.89237"
"Coahuila de Zaragoza","95.14222","96.49003","98.25980","98.45166","98.01065","97.52495","98.23455","98.16954","98.05806","98.69813","98.42208","97.77974","97.23546","96.30217","96.24794","97.63990","97.06574","97.29024","96.51305","97.22142","95.10189","94.04290","95.97191","96.99493","96.57109"
"Colima","97.46437","98.20909","99.96417","100.15812","95.17161","96.23239","97.38817","96.87108","97.45405","97.76958","98.03427","98.56404","98.67849","99.91969","100.69859","99.07061","98.77249","101.99065","98.17243","102.22563","97.69615","94.38464","100.08400","98.18123","98.68475"
"Chiapas","82.76728","88.57197","87.67199","89.94034","89.17098","88.03903","89.13902","88.92214","88.26597","87.78379","89.20628","90.33303","89.95513","89.70802","91.03444","89.24439","88.45851","90.52753","88.62510","86.84732","81.37640","78.93507","82.56528","82.46152","82.75775"
"Chihuahua","88.08109","88.64200","90.09471","90.38729","91.06385","91.93527","91.99109","92.50635","92.20793","92.10862","92.12794","93.47004","93.55142","94.24272","94.61520","94.41508","94.56730","93.22994","94.22692","94.48148","93.20589","93.17957","94.65455","94.62791","95.02556"
"Ciudad de México","104.26858","104.93749","104.34960","104.28289","105.16254","105.42561","105.24176","100.34111","103.85105","104.80785","105.92948","105.87220","105.45945","106.13019","105.90419","105.35314","104.21874","105.67624","104.96238","107.27076","108.03404","103.94558","108.33658","106.00051","104.52265"
"Durango","88.02618","90.13973","92.83910","92.56885","93.05989","93.56302","96.36048","95.97726","96.58474","96.33079","97.08807","98.66118","97.55206","97.62489","97.37295","97.46306","98.13389","97.65497","97.78809","97.08296","93.93506","93.11391","97.10305","97.10690","96.77222"
"Guanajuato","85.08451","87.79971","89.34704","90.65919","92.14688","89.77648","92.33375","93.27109","93.73238","93.70477","93.04443","94.48020","94.85421","95.23942","95.93955","95.94247","95.05914","95.78625","96.67146","95.15863","93.67960","92.06764","94.62131","94.45606","94.95982"
"Guerrero","85.72073","86.30902","87.91798","89.25794","88.99063","88.43404","89.05600","89.19438","90.80916","89.89664","91.50793","92.66918","92.60009","93.64147","94.11015","93.11766","92.18858","92.27930","91.99758","92.05443","89.12954","86.66983","91.46220","90.08822","90.58667"
"Hidalgo","93.05731","94.15923","94.34933","96.45867","95.90821","96.50641","96.78208","96.79731","97.19999","97.36484","98.29842","98.99206","98.79209","98.92506","99.13969","99.15172","99.40146","99.37747","99.20862","99.48898","97.73943","96.70975","99.30619","99.15585","99.60795"
"Jalisco","89.55224","91.22571","92.00736","92.84437","93.83937","94.89262","94.52134","95.08120","95.39148","96.37177","96.99872","97.31941","96.73123","97.49956","97.11184","97.22656","96.79748","96.97841","96.51683","96.56621","95.15065","93.68952","95.78125","94.81108","95.10094"
"México","93.10574","94.13686","94.51726","94.59392","94.55099","94.70256","94.81318","94.73102","94.60687","97.58230","95.56574","95.94952","96.03159","96.22209","96.37738","96.62564","96.56688","96.58910","96.51344","96.63619","92.95713","93.43658","96.97244","96.07475","95.91140"
"Michoacán de Ocampo","82.22586","85.63737","87.89489","87.97573","89.03019","89.15901","90.79770","91.09576","92.39423","91.62011","93.77562","94.93770","95.14719","95.53973","95.15559","94.51928","97.83358","99.13367","96.56120","95.39966","92.60432","89.72703","95.30049","92.68320","93.64332"
"Morelos","95.03486","96.37965","97.72067","98.77354","98.09790","97.65692","97.73957","97.75946","95.58636","99.15680","99.42162","99.42840","99.35547","99.03513","100.25191","99.18583","99.58461","99.97697","99.25606","99.76015","97.22815","95.81724","99.24859","98.02676","98.44346"
"Nayarit","96.07481","96.58261","97.13029","97.10350","97.51264","97.43419","96.86002","97.65297","98.27165","97.92723","96.01751","97.01493","97.24514","96.13247","96.57885","97.24691","97.35923","97.82400","95.94655","97.85066","94.16227","92.96584","97.90423","96.92652","96.90838"
"Nuevo León","98.33257","98.52354","98.79616","99.20591","99.08865","98.97073","98.35931","99.03207","98.97029","98.66007","98.32138","98.92145","98.83156","99.42585","99.39160","100.47171","99.09062","99.13810","99.22277","99.75435","98.52667","95.19309","99.24319","98.93198","98.92613"
"Oaxaca","88.67158","91.85279","92.29827","92.49368","92.50556","92.65799","92.65799","94.75347","92.47185","92.82619","93.92297","95.71318","95.11905","91.97596","96.32588","95.82065","97.69111","104.32440","91.34178","90.36393","90.13883","90.76616","87.55077","94.12670","90.56991"
"Puebla","87.30465","88.89458","90.12134","90.09010","90.98803","91.32151","91.96195","91.76787","92.17227","92.06539","94.45382","94.43366","94.11156","94.96572","94.93652","95.14479","94.31472","94.68561","94.91074","94.64816","89.78360","90.12953","95.04838","94.47214","94.61872"
"Querétaro","90.14657","92.12895","94.35226","94.52842","95.00558","95.21962","95.47597","95.93139","95.23720","96.95011","98.12865","98.23091","98.27457","98.41571","98.70943","98.78146","99.42681","99.08029","98.83353","98.89329","97.85416","98.01760","98.05444","99.34645","98.88366"
"Quintana Roo","99.38080","101.18353","100.63899","99.31480","100.33287","101.27888","100.78655","100.53944","99.80991","99.52438","98.87250","98.88468","98.68432","99.03777","100.65650","101.05813","102.38887","101.44712","101.45087","100.99222","100.53905","102.12887","105.91058","100.98105","100.49425"
